id,name,jp_name,type,episodes,studio,release_season,tags,rating,release_year,end_year,content_warning
1158,Last Exile,,TV   ,26,GONZO,Spring,"Adventure, Fantasy, Sci Fi, Aviation, Military, Steampunk, Original Work",3.94,2003,,
1159,Days 2nd Season,,OVA  ,3,MAPPA,,"Comedy, Drama, Shounen, Sports, School Life, Soccer, Based on a Manga",3.94,2018,,
1160,The Morose Mononokean, Fukigen na Mononokean,TV   ,13,St. Signpost,Summer,"Fantasy, Shounen, Contemporary Fantasy, Exorcists, Iyashikei, Japanese Mythology, Lifestyle Change, School Life, Supernatural, Youkai, Based on a Manga",3.94,2016,,
1161,Ni Tian Zhizun, 逆天至尊,Web  ,58,Soyep,,"Action, Fantasy, Chinese Animation, Short Episodes, Based on a Web Novel, CG Animation",3.94,2021,,
1162,Boruto: Naruto the Movie,,Movie,,Pierrot,,"Action, Shounen, Ninja, Based on a Manga",3.94,2015,,
1163,Ani ni Tsukeru Kusuri wa Nai! 3,,Web  ,12,Fanworks,Summer,"Comedy, Slice of Life, Chinese Animation, School Life, Short Episodes, Siblings, Based on a Webtoon",3.94,2019,,
1164,Grimgar of Fantasy and Ash, Hai to Gensou no Grimgar,TV   ,12,A-1 Pictures,Winter,"Action, Adventure, Drama, Fantasy, Guilds, Isekai, MMORPG, Monsters, Person in a Strange World, RPG, Weak to Strong, Based on a Light Novel, Violence",3.94,2016,,Violence
1165,FLCL, Furi Kuri,OVA  ,6,GAINAX,,"Action, Comedy, Romance, Sci Fi, Coming of Age, Non-Human Protagonists, Robots, Slapstick, Original Work",3.93,2000,2001,
1166,Carnival Phantasm,,OVA  ,12,Lerche,,"Comedy, Fantasy, Crossover, Gag, Parody, Based on a Manga",3.93,2011,,
1167,Wan Jie Xian Zong 4th Season, Master of Legendary Realms 4th Season,Web  ,48,Ruo Hong Culture,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga",3.93,2020,2021,
1168,Fairy Tail OVA,,OVA  ,5,A-1 Pictures,,"Comedy, Fantasy, Shounen, Magic, Based on a Manga",3.93,2011,2013,
1169,Digimon Adventure Tri. Movie 2: Determination, Digimon Adventure Tri. Movie 2: Ketsui,Movie,,Toei Animation,,"Action, Drama, Sci Fi, Monsters",3.93,2016,,
1170,Kino's Journey: Life Goes On, Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,,A.C.G.T,,"Adventure, Drama, Fantasy, Coming of Age, Melancholy, Motorcycles, Based on a Light Novel, Violence",3.93,2005,,Violence
1171,InuYasha The Movie 3: Swords of an Honorable Ruler, InuYasha Movie 3: Tenka Hadou no Ken,Movie,,Sunrise,,"Action, Fantasy, Shounen, Animal Characteristics, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Swordplay, Based on a Manga",3.93,2003,,
1172,To Love Ru: Darkness OVA,,OVA  ,6,XEBEC,,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, Based on a Manga, Nudity, Sexual Content",3.93,2012,2015,"Nudity, Sexual Content"
1173,Tiger & Bunny The Movie: The Rising,,Movie,,Sunrise,,"Action, Comedy, Sci Fi, Superheroes, Superpowers, Original Work",3.93,2014,,
1174,Towanoquon Movie 6: Eternal Quon, Towa no Quon Movie 6: Towa no Quon,Movie,,Bones,,"Sci Fi, Supernatural, Superpowers, Original Work",3.93,2011,,
1175,Sora no Aosa wo Shiru Hito yo, Her Blue Sky,Movie,,CloverWorks,,"Drama, Romance, Music, Time Travel, Unrequited Love, Original Work",3.93,2019,,
1176,Lupin III: Jigen's Gravestone, Lupin III: Jigen Daisuke no Bohyou,Movie,,Telecom Animation Film,,"Action, Criminals, Guns, Noir, Thieves, Explicit Violence, Nudity",3.93,2014,,"Explicit Violence, Nudity"
1177,Hidamari Sketch x Hoshimittsu, Hidamari Sketch × ☆☆☆,TV   ,12,SHAFT,Winter,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga",3.93,2010,,
1178,Nisekoi, Nisekoi: False Love,TV   ,20,SHAFT,Winter,"Comedy, Harem, Romance, Shounen, Slice of Life, Childhood Promise, Fake Romance, Gangs, Romantic Comedy, School Life, Tsundere, Yakuza, Based on a Manga",3.93,2014,,
1179,To Love Ru: Darkness,,TV   ,12,XEBEC,Fall ,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, Interspecies Relationship, Love Triangle, Non-Human Protagonists, Panty Shots, Royalty, School Life, Based on a Manga, Nudity, Sexual Content",3.93,2012,,"Nudity, Sexual Content"
1180,Mobile Suit Gundam SEED, Kidou Senshi Gundam SEED,TV   ,50,Sunrise,Fall ,"Action, Drama, Mecha, Sci Fi, Outer Space, Real Robot, Rivalries, War, Original Work, Sexual Content",3.93,2002,2003,Sexual Content
1181,Legend of the Galactic Heroes: Die Neue These, Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV   ,12,Production I.G,Spring,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, War, Based on a Novel, Violence",3.93,2018,,Violence
1182,Hetalia: World Series Extra Episodes,,Web  ,4,Studio DEEN,,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Short Episodes, Based on a Manga",3.93,2011,2012,
1183,Yuru Yuri Nachu Yachumi!+,,TV Sp,,TYO Animations,,"Comedy, Seinen, Slice of Life, Based on a Manga",3.93,2015,,
1184,Out of Sight,,Web  ,1,Summer 2010,,"Adventure, Disability, Family Friendly, Shorts",3.93,2010,,
1185,Saint Seiya: The Hades Chapter - Inferno, Saint Seiya: Meiou Hades Meikai-hen,OVA  ,12,Toei Animation,,"Action, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence",3.93,2005,2007,Violence
1186,Cardcaptor Sakura,,TV   ,70,MADHOUSE,Spring,"Fantasy, Magical Girl, Shoujo, Contemporary Fantasy, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Urban Fantasy, Based on a Manga",3.93,1998,2000,
1187,Rilakkuma and Kaoru, Rilakkuma to Kaoru-san,Web  ,13,Dwarf,Spring,"Slice of Life, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, San-X Characters, Short Episodes, Stop Motion Animation",3.93,2019,,
1188,Dragon Ball Z Movie 14: Battle of Gods, Dragon Ball Z Movie 14: Kami to Kami,Movie,,Toei Animation,,"Action, Comedy, Shounen, Aliens, Gods, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga",3.93,2013,,
1189,The Royal Tutor Movie, Oushitsu Kyoushi Heine Movie,Movie,,Tear Studio,,"Drama, Shounen, Chibi, Historical, Royalty, Siblings, Teaching, Tutors, Based on a Manga",3.93,2019,,
1190,Yamada-kun and the Seven Witches, Yamada-kun to 7-nin no Majo,TV   ,12,LIDEN FILMS,Spring,"Comedy, Romance, Shounen, Body Swapping, Gender Bender, Romantic Comedy, School Club, School Life, Supernatural, Witches, Based on a Manga",3.93,2015,,
1191,Kuma Kuma Kuma Bear,,TV   ,12,EMT Squared,Fall ,"Adventure, Comedy, Fantasy, Bears, Isekai, Magic, Monsters, Overpowered Main Characters, Person in a Strange World, RPG, Based on a Light Novel",3.93,2020,,
1192,Is this a Zombie? Of the Dead, Kore wa Zombie desu ka? Of the Dead,TV   ,10,Studio DEEN,Spring,"Comedy, Ecchi, Fantasy, Magical Girl, Shounen, Contemporary Fantasy, Crossdressing, Henshin Heroes, Magic, Parody, School Life, Urban Fantasy, Zombies, Based on a Light Novel",3.93,2012,,
1193,She and Her Cat: Everything Flows, Kanojo to Kanojo no Neko: Everything Flows,TV   ,,LIDEN FILMS Kyoto Studio,Winter,"Drama, Slice of Life, Animal Protagonists, Cats, Family Friendly, Loneliness, Melancholy, Non-Human Protagonists, Pets, Short Episodes, Original Work",3.93,2016,,
1194,Tegami Bachi: Letter Bee Reverse,,TV   ,25,St. Signpost,Fall ,"Fantasy, Shounen, Insects, Steampunk, Based on a Manga",3.93,2010,2011,
1195,Love Stage!! OVA,,OVA  ,1,J.C.Staff,,"BL, Comedy, Romance, Shounen-ai, Adult Couples, LGBT Themes, Mature Romance, Based on a Manga",3.93,2014,,
1196,Maria Watches Over Us Season 3, Maria-sama ga Miteru 3rd,OVA  ,5,Studio DEEN,,"Drama, GL, Shoujo-ai, School Life, Based on a Light Novel",3.93,2006,2007,
1197,Tekkon Kinkreet,,Movie,,Studio 4°C,,"Action, Drama, Fantasy, Seinen, Codependency, Gangs, Psychological, Urban Fantasy, Yakuza, Based on a Manga, Violence",3.93,2006,,Violence
1198,Aggretsuko (2016), Aggressive Retsuko (2016),TV   ,100,Fanworks,Spring,"Comedy, Slice of Life, Animal Protagonists, Anthropomorphic, Coworkers, Non-Human Protagonists, Sanrio Characters, Short Episodes, Work Life, Original Work",3.93,2016,2018,
1199,Haibane Renmei,,TV   ,13,Radix Ace Entertainment,Fall ,"Drama, Fantasy, Slice of Life, Afterlife, Amnesia, Angels, Countryside, Based on a Doujinshi",3.93,2002,,
1200,The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm, Mahou Tsukai no Yome: Nishi no Shounen to Seiran no Kishi,OVA  ,,Studio Kafka,,"Drama, Fantasy, Romance, Apprenticeship, Contemporary Fantasy, England, Europe, Interspecies Relationship, Magic, Non-Human Protagonists, Orphans, Based on a Manga",3.93,2021,,
1201,Baka and Test - Summon the Beasts OVA, Baka to Test to Shoukanjuu: Matsuri,OVA  ,2,SILVER LINK.,,"Comedy, School Life, Based on a Light Novel",3.93,2011,,
1202,One-Punch Man 2 Specials,,DVD S,,J.C.Staff,,"Comedy, Seinen, Slice of Life, Overpowered Main Characters, Superheroes, Superpowers, Based on a Manga",3.93,2019,2020,
1203,ORESUKI: Are you the only one who loves me? Ore-tachi no Game Set, Ore wo Suki na no wa Omae Dake ka yo: Ore-tachi no Game Set,OVA  ,1,CONNECT,,"Comedy, Harem, Romance, Shounen, Romantic Comedy, Based on a Light Novel",3.93,2020,,
1204,School Rumble,,TV   ,26,Studio Comet,Fall ,"Comedy, Romance, Shounen, Delinquents, Episodic, Gag, Love Triangle, Romantic Comedy, School Life, Unrequited Love, Based on a Manga",3.93,2004,2005,
1205,Goblin Slayer: Goblin's Crown,,Movie,,WHITE FOX,,"Action, Adventure, Fantasy, Seinen, Dark Fantasy, Medieval, Monsters, Based on a Light Novel, Explicit Violence, Mature Themes, Physical Abuse",3.93,2020,,"Explicit Violence, Mature Themes, Physical Abuse"
1206,Mobile Suit Gundam 00 Special Edition II: End of World,"Alt titles: Gundam 00 Special Edition II: End of World, Kidou Senshi Gundam 00 Special Edition II: End of World",OVA  ,1,Sunrise,,"Action, Mecha, Sci Fi, Real Robot, Original Work",3.93,2009,,
1207,Working!!, Wagnaria!!,TV   ,13,A-1 Pictures,Spring,"Comedy, Romance, Seinen, Slice of Life, Androphobia, Coworkers, Restaurants, Work Life, Based on a 4-Koma Manga, Based on a Manga",3.93,2010,,
1208,Thus Spoke Kishibe Rohan, Kishibe Rohan wa Ugokanai,OVA  ,4,David Production,,"Horror, Mystery, Shounen, Supernatural, Based on a Manga, Explicit Violence",3.93,2017,2020,Explicit Violence
1209,Special A,,TV   ,24,AIC,Spring,"Comedy, Romance, Shoujo, Rivalries, Romantic Comedy, Based on a Manga",3.93,2008,,
1210,Cells at Work!!, Hataraku Saibou!!,TV   ,,David Production,Winter,"Action, Comedy, Shounen, Anthropomorphic, Educational, Episodic, Medical, Non-Human Protagonists, Based on a Manga, Violence",3.93,2021,,Violence
1211,Mobile Suit Gundam 00 Special Edition I: Celestial Being,"Alt titles: Gundam 00 Special Edition I: Celestial Being, Kidou Senshi Gundam 00 Special Edition I: Celestial Being",OVA  ,1,Sunrise,,"Action, Mecha, Sci Fi, Real Robot, Original Work",3.93,2009,,
1212,The Familiar of Zero F, Zero no Tsukaima F,TV   ,12,J.C.Staff,Winter,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Tsundere, Based on a Light Novel",3.93,2012,,
1213,Hybrid Child,,OVA  ,4,Studio DEEN,,"BL, Drama, Romance, Shounen-ai, Androids, Feudal Japan, Historical, Non-Human Protagonists, Robots, Samurai, Based on a Manga",3.93,2014,2015,
1214,The Prince of Tennis Movie 2: Eikoku-shiki Teikyuu Shiro Kessen!, Tennis no Ouji-sama Movie 2: Eikoku-shiki Teikyuu Shiro Kessen!,Movie,,M.S.C.,,"Shounen, Sports, Tennis, Based on a Manga",3.93,2011,,
1215,Sweetness & Lightning, Amaama to Inazuma,TV   ,12,3xCube,Summer,"Comedy, Drama, Seinen, Slice of Life, Anime no Me, Childcare, Cooking, Death of a Loved One, Family Life, Food and Beverage, Iyashikei, Recipes, Single Parent, Based on a Manga",3.93,2016,,
1216,Hidamari Sketch x 365,,TV   ,13,SHAFT,Summer,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga",3.93,2008,,
1217,My Hero Academia: Training of the Dead, Boku no Hero Academia: Training of the Dead,OVA  ,1,Bones,,"Action, Comedy, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga",3.93,2017,,
1218,High School DxD,,TV   ,12,TNK,Winter,"Action, Ecchi, Fantasy, Harem, Shounen, Contemporary Fantasy, Demons, Newly Co-ed School, School Life, Based on a Light Novel, Nudity, Sexual Content",3.93,2012,,"Nudity, Sexual Content"
1219,Tokyo Ghoul √A,,TV   ,12,Pierrot,Winter,"Action, Horror, Seinen, Psychological, Supernatural, Thriller, Based on a Manga, Cannibalism, Violence",3.93,2015,,"Cannibalism, Violence"
1220,The Kawai Complex Guide to Manors and Hostel Behavior, Bokura wa Minna Kawaisou,TV   ,12,Brain's Base,Spring,"Comedy, Romance, Seinen, Slice of Life, Boarding House, Neighbors, Romantic Comedy, Based on a Manga",3.93,2014,,
1221,Gangsta.,,TV   ,12,Manglobe,Summer,"Action, Seinen, Disability, Gangs, Based on a Manga, Drug Use, Explicit Violence, Mature Themes, Physical Abuse, Prostitution, Sexual Content",3.93,2015,,"Drug Use, Explicit Violence, Mature Themes, Physical Abuse, Prostitution, Sexual Content"
1222,Heaven's Lost Property Movie 1: The Angeloid of Clockwork, Sora no Otoshimono Movie 1: Tokeijikake no Angeloid,Movie,,AIC ASTA,,"Comedy, Ecchi, Fantasy, Shounen, Angels, Panty Shots, Based on a Manga",3.92,2011,,
1223,Princess Tutu,,TV   ,26,Hal Film Maker,Summer,"Drama, Fantasy, Magical Girl, Romance, Animal Transformation, Ballet Dancing, Boarding School, Classical Music, Dancing, Henshin Heroes, Magic, Music, Non-Human Protagonists, Royalty, Star-Crossed Lovers, Original Work",3.92,2002,2003,
1224,"Don't Toy With Me, Miss Nagatoro"," Ijiranaide, Nagatoro-san",TV   ,12,Telecom Animation Film,Spring,"Comedy, Ecchi, Romance, Shounen, School Life, Senpai-Kouhai Relationship, Based on a Manga",3.92,2021,,
1225,Re:ZERO -Starting Life in Another World- The Frozen Bond, Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Movie,,WHITE FOX,,"Fantasy, Seinen, Forest, Loneliness, Magic, Melancholy, Monsters, Non-Human Protagonists, Based on a Light Novel, Violence",3.92,2019,,Violence
1226,Yaoshenji, Tales of Demons and Gods,Web  ,40,Ruo Hong Culture,,"Action, Fantasy, Chinese Animation, Cultivation, Martial Arts, Short Episodes, Time Travel, Xianxia, Based on a Web Novel, CG Animation",3.92,2017,,
1227,Good Luck Girl!, Binbougami ga!,TV   ,13,Sunrise,Summer,"Comedy, Shounen, Breaking the Fourth Wall, Gag, Gods, Non-Human Protagonists, Parody, School Life, Supernatural, Based on a Manga",3.92,2012,,
1228,To Love Ru: Darkness 2nd,,TV   ,12,XEBEC,Summer,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, Interspecies Relationship, Love Triangle, Non-Human Protagonists, Panty Shots, Royalty, School Life, Based on a Manga, Nudity, Sexual Content",3.92,2015,,"Nudity, Sexual Content"
1229,Words Bubble Up Like Soda Pop, Cider no You ni Kotoba ga Wakiagaru,Movie,,Sublimation,,"Drama, Romance, Music, Writers, Original Work",3.92,2021,,
1230,Wan Jie Duzun,,Web  ,50,,,"Action, Fantasy, Chinese Animation, Historical, Martial Arts, Short Episodes",3.92,2021,,
1231,Magical Girl Lyrical Nanoha: Detonation,,Movie,,Seven Arcs,,"Action, Magical Girl, Henshin Heroes, Magic, Original Work, Violence",3.92,2018,,Violence
1232,Tales of Vesperia ~The First Strike~,,Movie,,Production I.G,,"Action, Adventure, Fantasy, Magic, Medieval, Swordplay, Based on a Video Game",3.92,2009,,
1233,Gankutsuou: The Count of Monte Cristo, Gankutsuou,TV   ,24,GONZO,Fall ,"Drama, Mystery, Sci Fi, Abstract, Europe, France, Nobility, Thriller, Based on a Novel",3.92,2004,2005,
1234,Full Metal Panic! Invisible Victory,,TV   ,12,XEBEC,Spring,"Action, Comedy, Mecha, Sci Fi, Shounen, Guns, Military, Real Robot, Tsundere, Based on a Light Novel, Violence",3.92,2018,,Violence
1235,Hugtto! Pretty Cure x Futari wa Pretty Cure Movie: All Stars Memories,,Movie,,Toei Animation,,"Action, Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic",3.92,2018,,
1236,Danganronpa 3: The End of Hope's Peak Academy- Hope Arc, Danganronpa 3: The End of Kibougamine Gakuen: Kibou-hen,TV Sp,,Lerche,,"Mystery, High Stakes Games, Play or Die, Psychological, Based on a Video Game, Violence",3.92,2016,,Violence
1237,Irresponsible Captain Tylor, Musekinin Kanchou Tylor,TV   ,26,Tatsunoko Production,,"Adventure, Comedy, Sci Fi, Aliens, Military, Outer Space, Space Opera, Based on a Light Novel",3.92,1993,,
1238,Baki: The Great Raitai Tournament Saga, Baki: Dai Raitaisai-hen,Web  ,13,TMS Entertainment,Spring,"Action, Shounen, Sports, Hand to Hand Combat, Martial Arts, Tournaments, Based on a Manga, Explicit Violence",3.92,2020,,Explicit Violence
1239,Re:ZERO -Starting Life in Another World- Memory Snow, Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,Movie,,WHITE FOX,,"Comedy, Fantasy, Seinen, Slice of Life, Cheats, Isekai, Magic, Person in a Strange World, Time Travel, Based on a Light Novel",3.92,2018,,
1240,Forest of Piano Movie, Piano no Mori Movie,Movie,,MADHOUSE,,"Drama, Classical Music, Music, School Life, Based on a Manga",3.92,2007,,
1241,Dragon Ball Z Kai, Dragon Ball Kai,TV   ,97,Toei Animation,Spring,"Action, Comedy, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga",3.92,2009,2011,
1242,The Princess and the Pilot,"Alt titles: Recollections of a Certain Pilot, Toaru Hikuushi e no Tsuioku",Movie,,MADHOUSE,,"Romance, Aviation, Mercenaries, Military, Social Gap, War, Based on a Light Novel",3.92,2011,,
1243,Yakitate!! Japan,,TV   ,69,Sunrise,Fall ,"Comedy, Shounen, Baking, Food and Beverage, Parody, Tournaments, Based on a Manga",3.92,2004,2006,
1244,The Irregular at Magic High School: Visitor Arc, Mahouka Koukou no Rettousei: Raihousha-hen,TV   ,13,8-Bit,Fall ,"Action, Drama, Sci Fi, Brother Complex, Magic, Magic School, School Life, Siblings, Based on a Light Novel",3.92,2020,,
1245,One Piece Movie 4: Dead End Adventure, One Piece Movie 4: Dead End no Bouken,Movie,,Toei Animation,,"Action, Adventure, Shounen, Ocean, Pirates, Racing, Superpowers, Based on a Manga, Violence",3.92,2003,,Violence
1246,Hellsing,,TV   ,13,GONZO,Fall ,"Action, Horror, Seinen, Conspiracy, England, Europe, Guns, Master-Servant Relationship, Non-Human Protagonists, Overpowered Main Characters, Supernatural, Vampires, Based on a Manga, Mature Themes, Sexual Content, Suicide, Violence",3.92,2001,2002,"Mature Themes, Sexual Content, Suicide, Violence"
1247,Inuyashiki: Last Hero, Inuyashiki,TV   ,11,MAPPA,Fall ,"Action, Drama, Sci Fi, Seinen, Lifestyle Change, noitaminA, Overpowered Main Characters, Psychological, Psychopaths, Serial Killers, Superheroes, Vigilantes, Based on a Manga, Mature Themes, Physical Abuse, Sexual Abuse, Sexual Content, Violence",3.92,2017,,"Mature Themes, Physical Abuse, Sexual Abuse, Sexual Content, Violence"
1248,Persona 3 the Movie 2: Midsummer Knight's Dream,,Movie,,A-1 Pictures,,"Fantasy, Supernatural, Based on a Video Game",3.92,2014,,
1249,Jueshi Wu Hun,,Web  ,13,Soyep,,"Adventure, Fantasy, Chinese Animation, Short Episodes, Based on a Web Novel, CG Animation",3.92,2020,,
1250,Maison Ikkoku,,TV   ,96,Studio DEEN,,"Comedy, Drama, Romance, Seinen, Apartment Life, Boarding House, Coming of Age, Love Triangle, Neighbors, Based on a Manga, Nudity",3.92,1986,1988,Nudity
1251,Maria Watches Over Us Season 4, Maria-sama ga Miteru 4th,TV   ,13,Studio DEEN,Winter,"Drama, GL, Shoujo-ai, LGBT Themes, School Life, Based on a Light Novel",3.92,2009,,
1252,Kikuo: Aishite Aishite Aishite, Kikuo: Love Me Love Me Love Me,Music,,,,"Abstract, Vocaloid",3.92,2015,,
1253,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?, Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV   ,12,SATELIGHT,Spring,"Drama, Fantasy, Mystery, Romance, Slice of Life, Island, Magic, Military, Post-apocalyptic, Based on a Light Novel",3.92,2017,,
